0,0,0,0,0,0,0,0,0,0,0,0
-20,-0.843032477,193.9716474,0,0,0,-40,57.5,0,0,-57.5,0
-13.05778258,-22.43126933,193.3938019,0,0,0,-39.99436752,57.5,0.056067955,0,-57.5,0
-7.936945832,-36.28537915,193.2294939,0,0,0,-38.84662229,57.5,9.775055474,0,-57.5,0
-4.361401908,-43.98684063,193.3750105,0,0,0,-33.7600468,57.5,35.67069683,0,-57.5,0
-2.055062961,-46.45423201,193.7266383,0,0,0,-24.39959008,57.5,49.55958572,0,-57.5,0
-0.741841145,-43.98684063,194.1806643,0,0,0,-13.4835678,57.5,48.55827786,0,-57.5,0
-0.145648611,-36.28537915,194.6333754,0,0,0,-4.841630236,57.5,30.4994876,0,-57.5,0
0.009602489,-22.43126933,194.9810583,0,0,0,-0.678765166,57.5,6.052037795,0,-57.5,0
0,-0.843032477,195.12,0,0,0,0,57.5,0,0,-57.5,0
